fid,보건소명,Latitude,Longitude,일반전화,팩스,우편번호,도로명주소,위치,데이터기준일자,ringId,distance,gid,lbl,val,layer,path
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95ab48bb,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95ab49aa,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95ab49ab,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95ab49ba,N/A,0.0000000000000000000000000000000,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95ab49bb,N/A,0.0000000000000000000000000000000,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95ab50aa,"29.00",29.0000000000000000000000000000000,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95ab50ab,N/A,0.0000000000000000000000000000000,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95ab50ba,N/A,0.0000000000000000000000000000000,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95ab50bb,N/A,0.0000000000000000000000000000000,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95ab51aa,N/A,0.0000000000000000000000000000000,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95ab51ab,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95ab51ba,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95ab51bb,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95ab52aa,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95ab52ab,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95ba47aa,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95aa47ab,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95aa47ba,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95aa47bb,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95aa48aa,N/A,0.0000000000000000000000000000000,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95aa48ab,N/A,0.0000000000000000000000000000000,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95aa48ba,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95aa48bb,N/A,0.0000000000000000000000000000000,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95aa49aa,"18.00",18.0000000000000000000000000000000,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95aa49ab,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95aa49ba,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95aa49bb,N/A,0.0000000000000000000000000000000,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95aa50aa,"10.00",9.9999999999999982236431605997495,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95aa50ab,N/A,0.0000000000000000000000000000000,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95aa50ba,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95aa50bb,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95aa51aa,N/A,0.0000000000000000000000000000000,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95aa51ab,N/A,0.0000000000000000000000000000000,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95aa51ba,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95aa51bb,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95aa52aa,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라95aa52ab,"8.00",8.0000000000000000000000000000000,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라94bb48aa,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라94bb48ab,,,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라94bb48ba,"18.00",18.0000000000000000000000000000000,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
"22",신안군보건소,34.8335723,"126.3525474",061-271-1004,061-240-8000,"58827",전라남도 신안군 압해읍 천사로 1004,압해대교 끝 좌회전,2021/08/01,"1",3000.000000,나라94bb48bb,"16.00",16.0000000000000000000000000000000,(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204 ? nlsp_031001010,C:/Users/JIHYE/Desktop/DataCampus/data2/고령 데이터_250M/(B100)국토통계_인구정보-고령 인구 수(전체)-(격자) 250M_전라남도 신안군_202204|layername=nlsp_031001010
