정류소노드 ID,정류소명,경도,위도,지자체코드,지자체명
336000505,병영중학교.정보과학고등학교,126.812643,34.713387,336,강진군
336000518,학사승강장,126.815882,34.7355,336,강진군
336000517,낙산마을,126.817672,34.725496,336,강진군
336000516,낙산마을,126.817992,34.725594,336,강진군
336000519,학사승강장,126.815947,34.735575,336,강진군
336000501,병영,126.816382,34.713711,336,강진군
336000500,병영,126.816536,34.713711,336,강진군
336000537,하고,126.807114,34.722508,336,강진군
336000535,하고,126.805484,34.723203,336,강진군
336000532,상고승강장,126.79217,34.728935,336,강진군
336000531,부화,126.784197,34.725498,336,강진군
336000530,부화,126.784268,34.725438,336,강진군
336000533,상고승강장,126.792312,34.728874,336,강진군
336000534,하고,126.805425,34.723161,336,강진군
336000536,하고,126.806978,34.722482,336,강진군
336000608,신기,126.778281,34.723131,336,강진군
336000607,신기,126.778251,34.723209,336,강진군
336000507,발천승강장,126.801899,34.712138,336,강진군
336000508,중고,126.795222,34.714235,336,강진군
336000506,발천승강장,126.801883,34.712085,336,강진군
336000315,하당,126.779148,34.698496,336,강진군
336000301,토동리,126.817029,34.693108,336,강진군
336000303,하남,126.814894,34.697641,336,강진군
336000305,하남,126.812945,34.699307,336,강진군
336000307,상남,126.807513,34.70076,336,강진군
336000306,상남,126.807464,34.700696,336,강진군
336000304,하남,126.812943,34.699226,336,강진군
336000302,하남,126.81501,34.697466,336,강진군
336000300,토동리,126.816919,34.693089,336,강진군
336000735,신지마을,126.813588,34.708617,336,강진군
336000736,신지마을,126.813684,34.708625,336,강진군
336000737,세정,126.80095,34.726024,336,강진군
336000738,세정,126.800904,34.725982,336,강진군
336000001,영암터미널,126.703113,34.797555,336,강진군
336000430,신월,126.733496,34.751057,336,강진군
336000434,경포대,126.708851,34.745481,336,강진군
336000763,영암터미널,126.703055,34.797348,336,강진군
336000004,청용,126.740355,34.783296,336,강진군
336000478,봉티재,126.738913,34.75623,336,강진군
336000486,영복승강장,126.769712,34.761003,336,강진군
336000485,영복승강장,126.769581,34.761051,336,강진군
336000480,월곡입구,126.760362,34.77231,336,강진군
336000481,월곡입구,126.760419,34.772248,336,강진군
336000002,반송정,126.740801,34.773878,336,강진군
336000484,월곡,126.771258,34.78472,336,강진군
336000482,월곡마을,126.764899,34.779585,336,강진군
336000483,월곡마을,126.76497,34.779581,336,강진군
336000487,계원,126.771414,34.75805,336,강진군
336000488,계원,126.771367,34.757947,336,강진군
336000493,사동마을회관,126.752904,34.748961,336,강진군
336000489,좌척,126.777849,34.745635,336,강진군
336000490,좌척,126.777768,34.745598,336,강진군
336000525,화신,126.804759,34.75815,336,강진군
336000526,구화신,126.800061,34.760376,336,강진군
336000528,황곡,126.788375,34.76157,336,강진군
336000529,황곡,126.788257,34.761511,336,강진군
336000527,구화신,126.800051,34.760304,336,강진군
336000524,화신,126.804682,34.758094,336,강진군
336000522,죽림승강장,126.808764,34.755714,336,강진군
336000523,죽림승강장,126.808788,34.755615,336,강진군
336000520,오추마을,126.819662,34.752327,336,강진군
336000521,오추마을,126.819676,34.752399,336,강진군
336000298,토동,126.818313,34.691184,336,강진군
336000297,이마,126.818573,34.683552,336,강진군
336000294,달영,126.815222,34.676588,336,강진군
336000581,신리마을,126.792109,34.655355,336,강진군
336000583,생동,126.796966,34.650912,336,강진군
336000585,시목,126.805868,34.651716,336,강진군
336000587,동동,126.811213,34.65094,336,강진군
336000584,시목,126.806105,34.651791,336,강진군
336000582,생동,126.797108,34.650895,336,강진군
336000580,신리마을,126.792072,34.655467,336,강진군
336000555,군동면,126.814454,34.64453,336,강진군
336000554,군동면,126.814384,34.6446,336,강진군
336000545,강진군농업기술센터,126.790143,34.643519,336,강진군
336000547,갈전,126.793019,34.643933,336,강진군
336000549,오산,126.80039,34.643493,336,강진군
336000551,남향,126.805403,34.643689,336,강진군
336000553,동동,126.810393,34.644159,336,강진군
336000552,동동,126.810384,34.644238,336,강진군
336000550,남향,126.805427,34.643773,336,강진군
336000548,오산,126.800417,34.643574,336,강진군
336000546,갈전,126.79301,34.644015,336,강진군
336000544,강진군농업기술센터,126.790187,34.643626,336,강진군
336000739,군동초교,126.817476,34.647714,336,강진군
336000274,안지마을,126.843736,34.641765,336,강진군
336000273,안지마을,126.843707,34.641701,336,강진군
336000561,풍동,126.859293,34.644249,336,강진군
336000559,중산.장항,126.855018,34.643165,336,강진군
336000560,중산.장항,126.855018,34.643086,336,강진군
336000562,풍동,126.859533,34.644231,336,강진군
336000272,풍동,126.854574,34.651447,336,강진군
336000270,풍동,126.854861,34.650522,336,강진군
336000563,풍동,126.85947,34.644364,336,강진군
336000271,풍동,126.854991,34.650531,336,강진군
336000291,화방,126.824357,34.658973,336,강진군
336000293,화방,126.822602,34.660962,336,강진군
336000292,화방,126.822471,34.660941,336,강진군
336000290,화방,126.824275,34.658941,336,강진군
336000275,금강,126.822808,34.648269,336,강진군
336000278,화방리,126.825977,34.655216,336,강진군
336000279,화방리,126.825896,34.655225,336,강진군
336000277,금강,126.822668,34.648215,336,강진군
336000280,화방리,126.826413,34.658819,336,강진군
336000281,영화,126.829226,34.660428,336,강진군
336000284,삼화,126.834422,34.663885,336,강진군
336000285,신기마을,126.845615,34.653555,336,강진군
330000001,조사,127.4012477,35.1888191,330,곡성군
330000002,하한,127.3943942,35.1883996,330,곡성군
330000003,압록,127.3754094,35.1943645,330,곡성군
330000004,하한,127.3943869,35.1882545,330,곡성군
330000005,논곡청소년야영장,127.3693194,35.2275457,330,곡성군
330000006,상한마을,127.3980807,35.1613479,330,곡성군
330000007,하한,127.3943435,35.1792039,330,곡성군
330000008,논곡청소년야영장,127.3692295,35.2276168,330,곡성군
330000009,압록,127.375267,35.1943595,330,곡성군
330000011,하한,127.3947245,35.1883723,330,곡성군
330000012,조사,127.4012653,35.1887118,330,곡성군
330000013,하한,127.3944471,35.1791368,330,곡성군
330000014,상한마을,127.3981198,35.161454,330,곡성군
336000104,서중,126.815003,34.460457,336,강진군
336000174,영동,126.814935,34.469753,336,강진군
336000759,마량버스여객터미널,126.816936,34.451505,336,강진군
336000110,가교,126.822635,34.434349,336,강진군
336000111,가교,126.822513,34.43439,336,강진군
336000165,숙마마을,126.836156,34.461885,336,강진군
336000164,원포,126.832637,34.464935,336,강진군
336000163,연동,126.826655,34.466125,336,강진군
336000162,연동,126.824249,34.465334,336,강진군
336000168,분토,126.852612,34.459811,336,강진군
336000719,신리,126.858584,34.459434,336,강진군
336000166,하분,126.849848,34.460783,336,강진군
336000169,상분,126.848228,34.482923,336,강진군
336000170,상분,126.848147,34.482895,336,강진군
336000774,분토,126.852489,34.460151,336,강진군
336000688,어관마을,126.688717,34.489303,336,강진군
336000684,용정,126.693641,34.483068,336,강진군
336000681,부춘,126.701226,34.494678,336,강진군
336000679,대월,126.71039,34.499376,336,강진군
336000678,대월,126.710094,34.499141,336,강진군
336000676,태원농장,126.716456,34.507113,336,강진군
336000674,용월,126.722079,34.514991,336,강진군
336000675,용월,126.721962,34.514964,336,강진군
336000673,삼인승강장,126.72095,34.518888,336,강진군
336000671,수양,126.7211,34.523517,336,강진군
336000669,월하,126.723535,34.529375,336,강진군
336000672,삼인승강장,126.720875,34.519041,336,강진군
336000670,수양,126.720965,34.523442,336,강진군
336000677,태원농장,126.716558,34.50702,336,강진군
336000691,용정,126.693208,34.482984,336,강진군
336000680,부춘,126.701316,34.494899,336,강진군
336000668,월하,126.723389,34.529274,336,강진군
336000683,백화,126.698848,34.490684,336,강진군
336000682,백화,126.698782,34.490748,336,강진군
