,name,city,Latitude,Longitude,NUMPOINTS
538,경화,함평군,35.0305972,126.534848,0
539,율동,함평군,35.0342614,126.5365009,21
540,사거3,함평군,35.0228576,126.5334543,0
541,청정,함평군,35.0257875,126.5322317,0
542,송산,함평군,35.0435953,126.5395994,16
543,송정,함평군,35.0420543,126.5426221,16
544,학교문화마을,함평군,35.0437548,126.538552,16
545,신흥동,함평군,35.0468164,126.5368754,12
546,화산,함평군,35.0530027,126.5382492,12
547,월봉,함평군,35.0372167,126.5453283,6
548,정자동,함평군,35.027918,126.5508755,5
549,덕산,함평군,35.0370051,126.551297,10
550,선암,함평군,35.0173567,126.5645207,3
551,둔기,함평군,35.022335,126.545833,10
552,호암,함평군,35.0367407,126.5659111,4
553,청수원,함평군,35.0452264,126.5571942,10
554,신기,함평군,35.0476763,126.5540975,14
555,표산,함평군,35.0565443,126.5487761,8
556,신평,함평군,35.0519978,126.5523936,12
557,성산,함평군,35.0042302,126.5087545,0
558,번동,함평군,35.0096069,126.5171483,0
559,엄다,함평군,35.010237,126.516495,0
560,불암,함평군,35.0037696,126.5205433,0
561,제동,함평군,35.0011805,126.513645,12
562,정동,함평군,35.0046679,126.5151977,0
563,신양동,함평군,35.0105838,126.5131626,0
564,노상,함평군,35.0200489,126.5035543,4
565,해정,함평군,35.0172227,126.5151088,0
566,송촌,함평군,35.011073,126.5046271,16
567,담안,함평군,35.0160368,126.509982,0
568,베다니,함평군,35.0117604,126.5095107,0
569,화계,함평군,35.0262582,126.4930512,2
570,장동,함평군,35.0286611,126.4932625,2
571,우평,함평군,35.0252154,126.4895783,2
572,삼원,함평군,34.9977913,126.5045402,0
573,송정,함평군,34.9975391,126.4981281,0
574,삼정,함평군,34.9974448,126.4991036,0
575,영천,함평군,34.9889431,126.5271374,5
576,흥용동,함평군,34.9803214,126.5311369,3
577,영흥,함평군,34.9844897,126.5220347,5
578,학야1리,함평군,35.0229288,126.524237,0
579,토교,함평군,35.0176932,126.5268675,0
580,대천,함평군,35.0274572,126.5248339,0
581,성암,함평군,35.0266847,126.5100758,4
582,와촌,함평군,35.0338859,126.5134015,9
583,화양,함평군,35.0420116,126.5147316,12
584,농포,함평군,35.0439022,126.5105743,12
585,정양,함평군,35.0496148,126.5170349,13
586,쌍천,함평군,35.0381262,126.5257698,12
587,비석동,함평군,35.0130635,126.5175088,0
588,송암,함평군,35.0035005,126.5168806,0
589,옥동,함평군,35.07839,126.5874364,9
590,나막,함평군,35.0685003,126.5336709,12
591,금적,함평군,35.0656597,126.589105,5
592,월송,함평군,35.0852929,126.5625408,4
593,석호,함평군,35.0638325,126.5519304,6
594,용목골,함평군,35.0652228,126.54601,6
595,백련,함평군,35.069437,126.5638922,4
596,보화,함평군,35.0654283,126.5667612,4
597,송산,함평군,35.0441473,126.5391831,16
598,상강,함평군,35.0829604,126.5433718,6
599,주평,함평군,35.0772339,126.5504985,8
600,홍지학송,함평군,35.0883257,126.5510074,8
601,상교,함평군,35.0737711,126.5412755,11
602,중남교,함평군,35.0669089,126.5360148,12
603,고시,함평군,35.0522642,126.5345619,9
604,명륜,함평군,35.0683551,126.5315818,17
605,향교,함평군,35.069187,126.5310538,16
606,아차,함평군,35.0821102,126.5226433,4
607,고산,함평군,35.0921966,126.5235624,4
608,외덕,함평군,35.0915189,126.516258,6
609,내덕,함평군,35.0927814,126.5144717,8
610,용연,함평군,35.0996953,126.5059376,7
611,구룡,함평군,35.1040161,126.511119,13
612,정창,함평군,35.102307,126.5192025,11
613,금성,함평군,35.1085585,126.5187395,8
614,괴정,함평군,35.1004303,126.5100666,9
615,해운,함평군,35.118392,126.5070487,9
616,마량,함평군,35.1215411,126.5051519,7
617,감산,함평군,35.118499,126.4970335,15
618,금구,함평군,35.1234251,126.5001101,13
619,노적,함평군,35.1087348,126.491156,12
620,연암,함평군,35.1468467,126.5361811,4
621,향교주공,함평군,35.0676634,126.5296877,0
622,서호,함평군,35.1217111,126.5468655,2
623,계동,함평군,35.1502082,126.5946738,6
624,관동,함평군,35.1212052,126.590456,4
625,구산,함평군,35.1027429,126.5832006,7
626,구산2리,함평군,35.1011873,126.5731417,11
627,금수,함평군,35.1147292,126.6082581,15
628,나산1리,함평군,35.1126373,126.6166939,14
629,나성,함평군,35.1135594,126.6103205,17
630,나심,함평군,35.1110218,126.6097427,17
631,덕림,함평군,35.0987848,126.5910614,7
632,마산,함평군,35.1001512,126.6152367,2
633,방하,함평군,35.1103442,126.6177253,12
634,분토,함평군,35.1320295,126.6053629,10
635,사산,함평군,35.1363983,126.6014189,14
636,사정,함평군,35.1406827,126.6177843,10
637,삼리,함평군,35.1355368,126.6218147,8
638,삼성,함평군,35.1005876,126.5702095,8
639,상축,함평군,35.1278928,126.6053791,13
640,석지,함평군,35.1262144,126.6276395,4
641,석현,함평군,35.1398663,126.6258884,14
642,선박,함평군,35.1479116,126.6459651,4
643,송암,함평군,35.119252,126.6344733,2
644,송죽,함평군,35.1181537,126.6295617,8
645,수하,함평군,35.1025568,126.6078256,5
646,수하2리,함평군,35.1044277,126.6037992,6
647,신평,함평군,35.1105243,126.6317692,2
648,오수,함평군,35.1476864,126.6185109,8
649,용산,함평군,35.1172427,126.5947904,4
650,용수,함평군,35.1545425,126.6187066,6
651,우치,함평군,35.1414685,126.5981544,14
652,원석현,함평군,35.1442794,126.6269248,10
653,원선,함평군,35.1173958,126.5790077,3
654,원초포,함평군,35.1388939,126.604837,14
655,월봉,함평군,35.1187723,126.594095,6
656,월평,함평군,35.1279878,126.5913013,5
657,월현,함평군,35.1410674,126.6437697,9
658,유덕,함평군,35.1384836,126.6386576,11
659,유촌,함평군,35.1128549,126.5794046,3
660,입석,함평군,35.1335381,126.5993711,14
661,축동,함평군,35.1227609,126.6024431,12
662,광영,함평군,35.1016009,126.5616151,5
663,상모,함평군,35.1602453,126.5958874,8
664,수산,함평군,35.1628915,126.6010204,8
665,하모,함평군,35.1573318,126.5967167,6
666,운곡,함평군,35.1602545,126.5872977,0
667,창서,함평군,35.1568097,126.6058285,8
668,성대,함평군,35.1511743,126.6015162,8
669,주현,함평군,35.1753822,126.6064764,11
670,천재등,함평군,35.175812,126.603493,11
671,소성,함평군,35.1659048,126.6072088,6
672,대성,함평군,35.1617568,126.6074365,8
673,백토,함평군,35.1733491,126.6059611,12
674,문암,함평군,35.1893965,126.6075909,8
675,상귀,함평군,35.1851207,126.6102768,14
676,구미,함평군,35.1824649,126.6115692,11
677,하귀,함평군,35.1792047,126.611563,9
678,시장,함평군,35.1810935,126.6026001,13
679,유정,함평군,35.1785136,126.6014795,11
680,금곡,함평군,35.184632,126.594324,12
681,고두,함평군,35.1865882,126.6029188,14
682,만년,함평군,35.1946614,126.5954304,8
683,구계,함평군,35.1914032,126.5886187,9
684,모산,함평군,35.1737516,126.5946881,6
685,발미,함평군,35.1766332,126.5866335,10
686,월현,함평군,35.1729739,126.5804848,6
687,금산,함평군,35.1859964,126.5749477,4
688,원산,함평군,35.1740297,126.5534675,2
689,광암,함평군,35.172524,126.5381886,6
690,각궁,함평군,35.1512098,126.5469313,2
691,해보,함평군,35.182528,126.6018531,14
692,오두,함평군,35.1641372,126.5447136,4
693,내세,함평군,35.1554908,126.6308586,7
694,외세,함평군,35.1585318,126.627425,14
695,수창,함평군,35.1601999,126.6236609,12
696,월봉,함평군,35.1626203,126.6236849,9
697,용두,함평군,35.1575411,126.6200323,10
698,양지,함평군,35.1614613,126.6407049,8
699,방축,함평군,35.1659275,126.6299801,11
700,덕령,함평군,35.1645533,126.6427455,7
701,석보,함평군,35.1737008,126.6410281,10
702,백야,함평군,35.1838809,126.6495077,2
703,외치,함평군,35.1725479,126.6624004,2
704,월야면,함평군,35.1791626,126.6309876,0
705,월야여,함평군,35.1791626,126.6309876,0
706,월야1리,함평군,35.1798934,126.6318503,0
707,월야문화마을,함평군,35.1782193,126.6355835,0
708,순촌,함평군,35.1828812,126.6386323,0
709,장동,함평군,35.1854499,126.6263248,0
710,평촌,함평군,35.1893787,126.6274236,6
711,금석,함평군,35.1761254,126.6304622,0
712,전하(월야5리),함평군,35.1805432,126.6265918,0
713,지변,함평군,35.1882385,126.639328,5
714,월악,함평군,35.1895159,126.6384579,6
715,성주,함평군,35.1906466,126.6344941,8
716,봉덕,함평군,35.1997873,126.6359487,10
717,노동,함평군,35.2056686,126.6426041,6
718,연당,함평군,35.198025,126.6400191,9
719,시목,함평군,35.2056557,126.6269136,11
720,주전,함평군,35.2095148,126.6334105,9
721,장함,함평군,35.2125056,126.6318217,9
722,가차,함평군,35.2091393,126.6296894,11
723,죽림,함평군,35.2183764,126.6242226,7
724,금치,함평군,35.2140899,126.6273372,9
725,예동,함평군,35.2145136,126.6211642,13
726,신촌,함평군,35.2137149,126.6212632,15
727,신덕,함평군,35.2212412,126.6087903,12
728,내정,함평군,35.2056447,126.6181053,18
729,화산,함평군,35.2096582,126.6136773,18
730,동촌,함평군,35.1985182,126.6145892,16
731,대야,함평군,35.199867,126.6112445,20
732,서촌,함평군,35.1948278,126.6109471,19
733,신기,함평군,35.1991592,126.6176914,18
734,방하,함평군,35.2091002,126.604409,12
735,연화,함평군,35.2121361,126.6067744,12
736,신성,함평군,35.2024193,126.6029113,17
737,은암,함평군,35.2096429,126.5964651,6
738,용정,함평군,35.2055642,126.5930387,3
739,복용,함평군,35.197121,126.5926243,5
740,석계,함평군,35.1098976,126.4291427,12
741,용강,함평군,35.2152132,126.599194,10
742,덕산,함평군,35.2238299,126.6014427,10
743,신안군보건소,신안군,34.8335723,126.3525474,7
744,봉산보건지소,담양군,35.2743733,126.9555831,4
745,고서보건지소,담양군,35.2236262,126.9749263,9
746,남면보건지소,담양군,35.1773595,127.0308147,4
747,대덕보건지소,담양군,35.248653,127.0359017,2
748,무정보건지소,담양군,35.29422,127.0323503,0
749,금성보건지소,담양군,35.3439414,127.0261759,1
750,용면보건지소,담양군,35.3647096,126.987322,2
751,월산보건지소,담양군,35.3400596,126.9562301,1
752,수북보건지소,담양군,35.301702,126.9285027,15
753,대전보건지소,담양군,35.2748009,126.887971,17
754,신광보건지소,함평군,35.154355,126.4969526,19
755,대동보건지소,함평군,35.0690149,126.5314329,15
756,나산보건지소,함평군,35.1140904,126.6085168,17
757,해보보건지소,함평군,35.1792688,126.6027224,15
758,월야보건지소,함평군,35.173876,126.6465504,6
759,증도면보건지소,신안군,35.0139122,126.1465327,0
760,도초면보건지소,신안군,34.7031079,125.954597,4
761,하의면보건지소,신안군,34.5955545,126.0388578,4
762,신의면보건지소,신안군,34.5847473,126.0884124,11
763,장산면보건지소,신안군,34.6403462,126.1474804,10
764,팔금면보건지소,신안군,34.7845702,126.1413889,8
765,암태면보건지소,신안군,34.8217969,126.0922075,7
766,가거도보건지소,신안군,34.0524182,125.1271002,0
767,양지보건진료소,담양군,35.2542079,126.9393356,10
768,원주보건진료소,담양군,35.232165,126.9563616,7
769,인암보건진료소,담양군,35.1400869,127.068526,0
770,용대보건진료소,담양군,35.2183685,127.0868602,0
771,금산보건진료소,담양군,35.2661527,127.0394554,0
772,덕성보건진료소,담양군,35.3503518,127.0526949,1
773,외추보건진료소,담양군,35.3206025,127.0320416,0
774,용연보건진료소,담양군,35.4234231,127.0279159,4
775,복정보건진료소,담양군,35.3501822,126.974057,0
776,수남보건진료소,담양군,35.285769,126.9381535,10
777,삼산보건진료소,담양군,35.2896856,126.9151182,8
778,삼정보건진료소,함평군,35.0380042,126.4825363,12
779,석성보건진료소,함평군,35.0819632,126.4613937,6
780,산남보건진료소,함평군,35.1197629,126.4254884,24
781,월천보건진료소,함평군,35.1552274,126.4087319,11
782,죽장보건진료소,함평군,35.1397956,126.4743039,10
783,동정보건진료소,함평군,35.1692895,126.4707675,11
784,금송보건진료소,함평군,35.0005772,126.5750298,12
785,복천보건진료소,함평군,35.0449622,126.5818799,4
786,영흥보건진료소,함평군,34.9885251,126.5273005,5
787,금곡보건진료소,함평군,35.0780414,126.5872242,9
788,덕산보건진료소,함평군,35.090614,126.513762,6
789,용두보건진료소,함평군,35.1390823,126.6266148,13
790,대각보건진료소,함평군,35.1609003,126.5454452,4
791,계림보건진료소,함평군,35.2148148,126.6284738,9
792,양정보건진료소,함평군,35.1638595,126.6304297,13
793,정산보건진료소,함평군,35.2005631,126.6107934,21
794,어의도보건진료소,신안군,35.1394884,126.1902003,0
795,고이도보건진료소,신안군,34.9598884,126.2870363,0
796,가란도보건진료소,신안군,34.8739999,126.3659823,0
797,수치도보건진료소,신안군,34.74189,126.0170321,0
798,우이도보건진료소,신안군,34.6179853,125.8535213,0
799,다물도보건진료소,신안군,34.7368902,125.4444213,0
800,영산도 보건진료소,신안군,34.6517001,125.468706,0
801,자라도보건진료소,신안군,34.6899183,126.1692453,0
802,추포도보건진료소,신안군,34.8128368,126.0661081,2
803,고서약국,담양군,35.2233747,126.9737538,9
804,담양유명약국,담양군,35.3018024,126.9318063,15
805,수북좋은약국,담양군,35.302193,126.9305397,13
806,우리약국,담양군,35.2232167,126.974075,11
807,태원약국,담양군,35.2766941,126.8879412,17
808,한재약국,담양군,35.2762945,126.8871368,16
809,구영약국,신안군,34.8289262,126.1145745,8
810,세명약국,신안군,34.7212122,125.9327628,6
811,유한약국,신안군,35.0864667,126.1071864,7
812,미래약국,함평군,35.1810447,126.6048645,15
813,새태평양약국,함평군,35.1124034,126.6109218,17
814,태평양약국,함평군,35.1124034,126.6109218,17
